Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_231058_20240327_20240409_02_T1,LC08_L1TP_231058_20240327_20240409_02_T1,LC82310582024087LGN00,2024/03/27,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/04/09,2024/04/09,2024-03-27 14:10:39,2024-03-27 14:11:11,LGN,DAY,  10.59,  10.59,477,5,    6.436,    4.509,    4.593,LPGS_16.4.0,62.16453055,89.19262249,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.29"N,59°18'41.69"W,3°56'12.98"N,60°20'24.11"W,3°56'33.58"N,58°17'16.87"W,1°50'13.49"N,60°20'02"W,1°50'23.10"N,58°17'08.34"W,  2.89258, -59.31158,  3.93694, -60.34003,  3.94266, -58.28802,  1.83708, -60.33389,  1.83975, -58.28565,LC08_L2SP_231058_20240327_20240409_02_T1,LC82310582024087LGN00
LC08_L2SP_232058_20240403_20240411_02_T1,LC08_L1TP_232058_20240403_20240411_02_T1,LC82320582024094LGN00,2024/04/03,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/04/11,2024/04/11,2024-04-03 14:16:52,2024-04-03 14:17:24,LGN,DAY,  38.63,  38.63,577,5,    6.983,    5.068,    4.804,LPGS_16.4.0,62.57521235,83.31766475,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.68"N,60°52'45.37"W,3°56'24.79"N,61°53'57.48"W,3°56'05.96"N,59°51'18.50"W,1°50'23.57"N,61°54'04.75"W,1°50'14.78"N,59°51'39.24"W,  2.89269, -60.87927,  3.94022, -61.89930,  3.93499, -59.85514,  1.83988, -61.90132,  1.83744, -59.86090,LC08_L2SP_232058_20240403_20240411_02_T1,LC82320582024094LGN00
LC09_L2SP_231058_20240404_20240405_02_T2,LC09_L1GT_231058_20240404_20240404_02_T2,LC92310582024095LGN00,2024/04/04,T2,2, 231, 058, 231, 058,NADIR,   0.000,2024/04/05,2024/04/04,2024-04-04 14:11:04,2024-04-04 14:11:36,LGN,DAY,  94.81,  94.81,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,62.67495647,82.47036777,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'33.65"N,59°22'09.62"W,3°56'12.12"N,60°23'57.77"W,3°56'33.25"N,58°20'50.86"W,1°50'13.09"N,60°23'35.27"W,1°50'22.96"N,58°20'41.93"W,  2.89268, -59.36934,  3.93670, -60.39938,  3.94257, -58.34746,  1.83697, -60.39313,  1.83971, -58.34498,LC09_L2SP_231058_20240404_20240405_02_T2,LC92310582024095LGN00
LC09_L2SP_232058_20240411_20240412_02_T1,LC09_L1TP_232058_20240411_20240411_02_T1,LC92320582024102LGN00,2024/04/11,T1,2, 232, 058, 232, 058,NADIR,   0.000,2024/04/12,2024/04/11,2024-04-11 14:17:12,2024-04-11 14:17:43,LGN,DAY,  60.58,  60.58,145,5,    8.084,    6.263,    5.112,LPGS_16.4.0,62.76821769,76.67915708,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'33.72"N,60°54'50.36"W,3°56'15.18"N,61°56'03.95"W,3°55'56.68"N,59°53'24.79"W,1°50'33.40"N,61°56'10.97"W,1°50'24.76"N,59°53'45.28"W,  2.89270, -60.91399,  3.93755, -61.93443,  3.93241, -59.89022,  1.84261, -61.93638,  1.84021, -59.89591,LC09_L2SP_232058_20240411_20240412_02_T1,LC92320582024102LGN00
LC08_L2SP_231058_20240412_20240419_02_T1,LC08_L1TP_231058_20240412_20240419_02_T1,LC82310582024103LGN00,2024/04/12,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/04/19,2024/04/19,2024-04-12 14:10:38,2024-04-12 14:11:10,LGN,DAY,  70.01,  70.01,131,5,    7.728,    5.450,    5.479,LPGS_16.4.0,62.69325387,75.90411935,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.32"N,59°20'41.78"W,3°56'12.52"N,60°22'20.64"W,3°56'33.40"N,58°19'23.34"W,1°50'13.27"N,60°21'58.36"W,1°50'23.03"N,58°19'14.56"W,  2.89259, -59.34494,  3.93681, -60.37240,  3.94261, -58.32315,  1.83702, -60.36621,  1.83973, -58.32071,LC08_L2SP_231058_20240412_20240419_02_T1,LC82310582024103LGN00
LC08_L2SP_232058_20240419_20240429_02_T2,LC08_L1GT_232058_20240419_20240429_02_T2,LC82320582024110LGN00,2024/04/19,T2,2, 232, 058, 232, 058,NADIR,  -0.001,2024/04/29,2024/04/29,2024-04-19 14:16:42,2024-04-19 14:17:14,LGN,DAY, 100.00, 100.00,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,62.47965085,70.47928175,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.22"N,60°52'50.56"W,3°56'24.79"N,61°54'07.20"W,3°56'05.96"N,59°51'18.50"W,1°50'23.57"N,61°54'14.47"W,1°50'14.78"N,59°51'39.24"W,  2.89256, -60.88071,  3.94022, -61.90200,  3.93499, -59.85514,  1.83988, -61.90402,  1.83744, -59.86090,LC08_L2SP_232058_20240419_20240429_02_T2,LC82320582024110LGN00
LC09_L2SP_231058_20240420_20240424_02_T2,LC09_L1TP_231058_20240420_20240420_02_T2,LC92310582024111LGN00,2024/04/20,T2,2, 231, 058, 231, 058,NADIR,   0.000,2024/04/24,2024/04/20,2024-04-20 14:10:49,2024-04-20 14:11:21,LGN,DAY,  99.93,  99.93,34,5,   16.701,   11.582,   12.032,LPGS_16.4.0,62.49647838,69.70095116,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'34.15"N,59°20'21.30"W,3°56'12.59"N,60°22'01.24"W,3°56'33.40"N,58°19'03.86"W,1°50'13.31"N,60°21'38.95"W,1°50'23.03"N,58°18'55.15"W,  2.89282, -59.33925,  3.93683, -60.36701,  3.94261, -58.31774,  1.83703, -60.36082,  1.83973, -58.31532,LC09_L2SP_231058_20240420_20240424_02_T2,LC92310582024111LGN00
LC09_L2SP_232058_20240427_20240501_02_T1,LC09_L1TP_232058_20240427_20240427_02_T1,LC92320582024118LGN00,2024/04/27,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/05/01,2024/04/27,2024-04-27 14:16:53,2024-04-27 14:17:24,LGN,DAY,  39.55,  39.55,309,5,    8.141,    6.019,    5.481,LPGS_16.4.0,62.01814258,64.83505620,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'33.22"N,60°52'11.64"W,3°56'14.96"N,61°53'28.32"W,3°55'56.06"N,59°50'39.66"W,1°50'33.32"N,61°53'35.63"W,1°50'24.47"N,59°51'00.47"W,  2.89256, -60.86990,  3.93749, -61.89120,  3.93224, -59.84435,  1.84259, -61.89323,  1.84013, -59.85013,LC09_L2SP_232058_20240427_20240501_02_T1,LC92320582024118LGN00
LC08_L2SP_231058_20240428_20240511_02_T1,LC08_L1TP_231058_20240428_20240511_02_T1,LC82310582024119LGN00,2024/04/28,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/05/11,2024/05/11,2024-04-28 14:10:28,2024-04-28 14:11:00,LGN,DAY,  47.96,  47.96,313,5,    7.208,    5.083,    5.111,LPGS_16.4.0,61.86674181,64.25001060,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.08"N,59°20'39.98"W,3°56'12.52"N,60°22'20.64"W,3°56'33.40"N,58°19'23.34"W,1°50'13.27"N,60°21'58.36"W,1°50'23.03"N,58°19'14.56"W,  2.89280, -59.34444,  3.93681, -60.37240,  3.94261, -58.32315,  1.83702, -60.36621,  1.83973, -58.32071,LC08_L2SP_231058_20240428_20240511_02_T1,LC82310582024119LGN00
LC08_L2SP_232058_20240505_20240513_02_T1,LC08_L1TP_232058_20240505_20240513_02_T1,LC82320582024126LGN00,2024/05/05,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/05/13,2024/05/13,2024-05-05 14:16:34,2024-05-05 14:17:05,LGN,DAY,  92.90,  92.90,65,5,    8.067,    5.532,    5.871,LPGS_16.4.0,61.18474078,60.11761932,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.08"N,60°53'16.40"W,3°56'24.83"N,61°54'36.40"W,3°56'06.07"N,59°51'47.63"W,1°50'23.57"N,61°54'43.60"W,1°50'14.82"N,59°52'08.33"W,  2.89280, -60.88789,  3.94023, -61.91011,  3.93502, -59.86323,  1.83988, -61.91211,  1.83745, -59.86898,LC08_L2SP_232058_20240505_20240513_02_T1,LC82320582024126LGN00
LC09_L2SP_231058_20240506_20240507_02_T2,LC09_L1GT_231058_20240506_20240506_02_T2,LC92310582024127LGN00,2024/05/06,T2,2, 231, 058, 231, 058,NADIR,  -0.001,2024/05/07,2024/05/06,2024-05-06 14:10:41,2024-05-06 14:11:12,LGN,DAY,  15.49,  15.49,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,61.14455396,59.51804937,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'34.12"N,59°20'27.24"W,3°56'12.55"N,60°22'10.92"W,3°56'33.40"N,58°19'03.86"W,1°50'13.31"N,60°21'48.67"W,1°50'23.03"N,58°18'55.15"W,  2.89281, -59.34090,  3.93682, -60.36970,  3.94261, -58.31774,  1.83703, -60.36352,  1.83973, -58.31532,LC09_L2SP_231058_20240506_20240507_02_T2,LC92310582024127LGN00
LC09_L2SP_232058_20240513_20240514_02_T1,LC09_L1TP_232058_20240513_20240513_02_T1,LC92320582024134LGN00,2024/05/13,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/05/14,2024/05/13,2024-05-13 14:16:48,2024-05-13 14:17:20,LGN,DAY,  69.77,  69.77,209,5,    7.843,    5.382,    5.705,LPGS_16.4.0,60.33884687,56.17787935,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'33.65"N,60°53'18.24"W,3°56'15.07"N,61°54'36.40"W,3°55'56.32"N,59°51'47.66"W,1°50'33.36"N,61°54'43.60"W,1°50'24.58"N,59°52'08.33"W,  2.89268, -60.88840,  3.93752, -61.91011,  3.93231, -59.86324,  1.84260, -61.91211,  1.84016, -59.86898,LC09_L2SP_232058_20240513_20240514_02_T1,LC92320582024134LGN00
LC08_L2SP_231058_20240514_20240604_02_T1,LC08_L1TP_231058_20240514_20240604_02_T1,LC82310582024135LGN00,2024/05/14,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/06/04,2024/06/04,2024-05-14 14:10:13,2024-05-14 14:10:45,LGN,DAY,  94.30,  94.30,54,5,    8.243,    6.249,    5.375,LPGS_16.4.0,60.15238795,55.83747324,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.15"N,59°19'39.40"W,3°56'12.73"N,60°21'22.39"W,3°56'33.50"N,58°18'15.23"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'06.62"W,  2.89282, -59.32761,  3.93687, -60.35622,  3.94264, -58.30423,  1.83705, -60.35005,  1.83974, -58.30184,LC08_L2SP_231058_20240514_20240604_02_T1,LC82310582024135LGN00
LC08_L2SP_232058_20240521_20240605_02_T1,LC08_L1TP_232058_20240521_20240605_02_T1,LC82320582024142LGN00,2024/05/21,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/06/05,2024/06/05,2024-05-21 14:16:21,2024-05-21 14:16:53,LGN,DAY,  74.47,  74.47,86,5,    8.661,    5.902,    6.338,LPGS_16.4.0,59.30900290,53.31413247,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.19"N,60°52'46.63"W,3°56'24.79"N,61°54'07.20"W,3°56'05.96"N,59°51'18.50"W,1°50'23.57"N,61°54'14.47"W,1°50'14.78"N,59°51'39.24"W,  2.89283, -60.87962,  3.94022, -61.90200,  3.93499, -59.85514,  1.83988, -61.90402,  1.83744, -59.86090,LC08_L2SP_232058_20240521_20240605_02_T1,LC82320582024142LGN00
LC09_L2SP_231058_20240522_20240524_02_T1,LC09_L1TP_231058_20240522_20240522_02_T1,LC92310582024143LGN00,2024/05/22,T1,2, 231, 058, 231, 058,NADIR,   0.000,2024/05/24,2024/05/22,2024-05-22 14:10:31,2024-05-22 14:11:03,LGN,DAY,  51.29,  51.29,197,5,    8.597,    6.048,    6.110,LPGS_16.4.0,59.25814850,52.92917121,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'33.14"N,59°20'26.05"W,3°56'12.55"N,60°22'10.92"W,3°56'33.40"N,58°19'03.86"W,1°50'13.31"N,60°21'48.67"W,1°50'23.03"N,58°18'55.15"W,  2.89254, -59.34057,  3.93682, -60.36970,  3.94261, -58.31774,  1.83703, -60.36352,  1.83973, -58.31532,LC09_L2SP_231058_20240522_20240524_02_T1,LC92310582024143LGN00
LC09_L2SP_232058_20240529_20240530_02_T2,LC09_L1GT_232058_20240529_20240529_02_T2,LC92320582024150LGN00,2024/05/29,T2,2, 232, 058, 232, 058,NADIR,   0.001,2024/05/30,2024/05/29,2024-05-29 14:16:37,2024-05-29 14:17:08,LGN,DAY,  98.32,  98.32,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,58.45265257,51.17782700,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'33.36"N,60°52'47.93"W,3°56'15.04"N,61°54'07.24"W,3°55'56.21"N,59°51'18.54"W,1°50'33.32"N,61°54'14.47"W,1°50'24.54"N,59°51'39.24"W,  2.89260, -60.87998,  3.93751, -61.90201,  3.93228, -59.85515,  1.84259, -61.90402,  1.84015, -59.86090,LC09_L2SP_232058_20240529_20240530_02_T2,LC92320582024150LGN00
LC08_L2SP_231058_20240530_20240611_02_T1,LC08_L1TP_231058_20240530_20240611_02_T1,LC82310582024151LGN00,2024/05/30,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/06/11,2024/06/11,2024-05-30 14:10:06,2024-05-30 14:10:38,LGN,DAY,  86.63,  86.63,41,5,    9.864,    6.652,    7.284,LPGS_16.4.0,58.27682199,51.06609021,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.66"N,59°20'34.84"W,3°56'12.52"N,60°22'20.64"W,3°56'33.40"N,58°19'13.58"W,1°50'13.27"N,60°21'58.36"W,1°50'23.03"N,58°19'04.87"W,  2.89296, -59.34301,  3.93681, -60.37240,  3.94261, -58.32044,  1.83702, -60.36621,  1.83973, -58.31802,LC08_L2SP_231058_20240530_20240611_02_T1,LC82310582024151LGN00
LC08_L2SP_232058_20240606_20240627_02_T1,LC08_L1TP_232058_20240606_20240627_02_T1,LC82320582024158LGN00,2024/06/06,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/06/27,2024/06/27,2024-06-06 14:16:20,2024-06-06 14:16:52,LGN,DAY,  96.61,  96.61,40,5,    7.690,    5.028,    5.819,LPGS_16.4.0,57.59686164,50.00919045,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.94"N,60°53'04.96"W,3°56'24.83"N,61°54'26.68"W,3°56'06.04"N,59°51'37.91"W,1°50'23.57"N,61°54'33.91"W,1°50'14.82"N,59°51'58.64"W,  2.89276, -60.88471,  3.94023, -61.90741,  3.93501, -59.86053,  1.83988, -61.90942,  1.83745, -59.86629,LC08_L2SP_232058_20240606_20240627_02_T1,LC82320582024158LGN00
LC09_L2SP_231058_20240607_20240612_02_T1,LC09_L1TP_231058_20240607_20240607_02_T1,LC92310582024159LGN00,2024/06/07,T1,2, 231, 058, 231, 058,NADIR,   0.000,2024/06/12,2024/06/07,2024-06-07 14:10:25,2024-06-07 14:10:57,LGN,DAY,  88.61,  88.61,35,5,    8.299,    6.692,    4.908,LPGS_16.4.0,57.54617915,49.86254137,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'34.51"N,59°21'17.39"W,3°56'12.34"N,60°22'59.48"W,3°56'33.32"N,58°19'52.50"W,1°50'13.20"N,60°22'37.13"W,1°50'22.99"N,58°19'43.68"W,  2.89292, -59.35483,  3.93676, -60.38319,  3.94259, -58.33125,  1.83700, -60.37698,  1.83972, -58.32880,LC09_L2SP_231058_20240607_20240612_02_T1,LC92310582024159LGN00
LC09_L2SP_232058_20240614_20240615_02_T1,LC09_L1TP_232058_20240614_20240614_02_T1,LC92320582024166LGN00,2024/06/14,T1,2, 232, 058, 232, 058,NADIR,   0.001,2024/06/15,2024/06/14,2024-06-14 14:16:29,2024-06-14 14:17:01,LGN,DAY,  74.26,  74.26,34,5,    8.952,    6.377,    6.283,LPGS_16.4.0,56.99651738,49.50235884,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'33.86"N,60°53'24.61"W,3°56'15.07"N,61°54'46.15"W,3°55'56.35"N,59°51'57.38"W,1°50'33.36"N,61°54'53.32"W,1°50'24.61"N,59°52'18.01"W,  2.89274, -60.89017,  3.93752, -61.91282,  3.93232, -59.86594,  1.84260, -61.91481,  1.84017, -59.87167,LC09_L2SP_232058_20240614_20240615_02_T1,LC92320582024166LGN00
LC08_L2SP_231058_20240615_20240628_02_T1,LC08_L1TP_231058_20240615_20240628_02_T1,LC82310582024167LGN00,2024/06/15,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/06/28,2024/06/28,2024-06-15 14:10:12,2024-06-15 14:10:44,LGN,DAY,  78.15,  78.15,97,5,    7.756,    5.216,    5.741,LPGS_16.4.0,56.92591581,49.50269272,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.90"N,59°19'41.48"W,3°56'12.73"N,60°21'22.39"W,3°56'33.50"N,58°18'15.23"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'06.62"W,  2.89275, -59.32819,  3.93687, -60.35622,  3.94264, -58.30423,  1.83705, -60.35005,  1.83974, -58.30184,LC08_L2SP_231058_20240615_20240628_02_T1,LC82310582024167LGN00
LC08_L2SP_232058_20240622_20240708_02_T2,LC08_L1GT_232058_20240622_20240708_02_T2,LC82320582024174LGN00,2024/06/22,T2,2, 232, 058, 232, 058,NADIR,  -0.001,2024/07/08,2024/07/08,2024-06-22 14:16:29,2024-06-22 14:17:01,LGN,DAY,  99.24,  99.24,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,56.60250849,49.71345182,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.76"N,60°53'04.92"W,3°56'24.83"N,61°54'26.68"W,3°56'06.04"N,59°51'37.91"W,1°50'23.57"N,61°54'33.91"W,1°50'14.82"N,59°51'58.64"W,  2.89299, -60.88470,  3.94023, -61.90741,  3.93501, -59.86053,  1.83988, -61.90942,  1.83745, -59.86629,LC08_L2SP_232058_20240622_20240708_02_T2,LC82320582024174LGN00
LC09_L2SP_231058_20240623_20240624_02_T1,LC09_L1TP_231058_20240623_20240623_02_T1,LC92310582024175LGN00,2024/06/23,T1,2, 231, 058, 231, 058,NADIR,   0.000,2024/06/24,2024/06/23,2024-06-23 14:10:06,2024-06-23 14:10:38,LGN,DAY,  71.92,  71.92,121,5,    8.855,    6.046,    6.470,LPGS_16.4.0,56.54817310,49.81266993,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'34.58"N,59°19'00.62"W,3°56'12.91"N,60°20'43.51"W,3°56'33.54"N,58°17'36.35"W,1°50'13.45"N,60°20'21.41"W,1°50'23.10"N,58°17'27.78"W,  2.89294, -59.31684,  3.93692, -60.34542,  3.94265, -58.29343,  1.83707, -60.33928,  1.83975, -58.29105,LC09_L2SP_231058_20240623_20240624_02_T1,LC92310582024175LGN00
LC09_L2SP_232058_20240630_20240702_02_T1,LC09_L1TP_232058_20240630_20240702_02_T1,LC92320582024182LGN00,2024/06/30,T1,2, 232, 058, 232, 058,NADIR,   0.000,2024/07/02,2024/07/02,2024-06-30 14:16:24,2024-06-30 14:16:56,LGN,DAY,  10.15,  10.15,370,5,    8.610,    6.418,    5.739,LPGS_16.4.0,56.43665784,50.59332824,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'34.76"N,60°53'30.88"W,3°56'24.86"N,61°54'46.12"W,3°56'06.11"N,59°51'57.35"W,1°50'33.36"N,61°54'53.32"W,1°50'24.61"N,59°52'18.01"W,  2.89299, -60.89191,  3.94024, -61.91281,  3.93503, -59.86593,  1.84260, -61.91481,  1.84017, -59.87167,LC09_L2SP_232058_20240630_20240702_02_T1,LC92320582024182LGN00
LC08_L2SP_231058_20240701_20240709_02_T1,LC08_L1TP_231058_20240701_20240709_02_T1,LC82310582024183LGN00,2024/07/01,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/07/09,2024/07/09,2024-07-01 14:10:22,2024-07-01 14:10:53,LGN,DAY,  21.07,  21.07,375,5,    7.659,    5.473,    5.357,LPGS_16.4.0,56.47543455,50.69718901,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.68"N,59°19'51.06"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89269, -59.33085,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20240701_20240709_02_T1,LC82310582024183LGN00
LC08_L2SP_232058_20240708_20240718_02_T1,LC08_L1TP_232058_20240708_20240718_02_T1,LC82320582024190LGN00,2024/07/08,T1,2, 232, 058, 232, 058,NADIR,   0.000,2024/07/18,2024/07/18,2024-07-08 14:16:37,2024-07-08 14:17:09,LGN,DAY,  26.62,  26.62,197,5,    8.711,    6.005,    6.311,LPGS_16.4.0,56.61343422,51.98787811,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.90"N,60°52'51.10"W,3°56'24.79"N,61°54'07.20"W,3°56'05.96"N,59°51'18.50"W,1°50'23.57"N,61°54'14.47"W,1°50'14.78"N,59°51'39.24"W,  2.89275, -60.88086,  3.94022, -61.90200,  3.93499, -59.85514,  1.83988, -61.90402,  1.83744, -59.86090,LC08_L2SP_232058_20240708_20240718_02_T1,LC82320582024190LGN00
LC09_L2SP_231058_20240709_20240710_02_T1,LC09_L1TP_231058_20240709_20240709_02_T1,LC92310582024191LGN00,2024/07/09,T1,2, 231, 058, 231, 058,NADIR,  -0.001,2024/07/10,2024/07/09,2024-07-09 14:10:26,2024-07-09 14:10:58,LGN,DAY,  28.76,  28.76,310,5,    6.776,    4.586,    4.988,LPGS_16.4.0,56.61512187,52.24590907,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21,WGS84,WGS84,2°53'33.43"N,59°22'33.35"W,3°56'12.05"N,60°24'17.17"W,3°56'33.22"N,58°21'10.30"W,1°50'13.06"N,60°23'54.67"W,1°50'22.92"N,58°21'01.37"W,  2.89262, -59.37593,  3.93668, -60.40477,  3.94256, -58.35286,  1.83696, -60.39852,  1.83970, -58.35038,LC09_L2SP_231058_20240709_20240710_02_T1,LC92310582024191LGN00
LC09_L2SP_232058_20240716_20240717_02_T2,LC09_L1GT_232058_20240716_20240716_02_T2,LC92320582024198LGN00,2024/07/16,T2,2, 232, 058, 232, 058,NADIR,  -0.001,2024/07/17,2024/07/16,2024-07-16 14:16:42,2024-07-16 14:17:14,LGN,DAY,  99.97,  99.97,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,56.99530020,54.03016841,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,20,WGS84,WGS84,2°53'34.48"N,60°55'26.47"W,3°56'15.22"N,61°56'42.86"W,3°55'56.78"N,59°53'53.95"W,1°50'33.43"N,61°56'49.81"W,1°50'24.83"N,59°54'14.36"W,  2.89291, -60.92402,  3.93756, -61.94524,  3.93244, -59.89832,  1.84262, -61.94717,  1.84023, -59.90399,LC09_L2SP_232058_20240716_20240717_02_T2,LC92320582024198LGN00
LC08_L2SP_231058_20240717_20240723_02_T2,LC08_L1GT_231058_20240717_20240723_02_T2,LC82310582024199LGN00,2024/07/17,T2,2, 231, 058, 231, 058,NADIR,  -0.001,2024/07/23,2024/07/23,2024-07-17 14:10:36,2024-07-17 14:11:08,LGN,DAY,  25.20,  25.20,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,57.09942752,54.28282508,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.36"N,59°21'21.31"W,3°56'12.30"N,60°23'09.20"W,3°56'33.32"N,58°20'02.22"W,1°50'13.20"N,60°22'46.81"W,1°50'22.99"N,58°19'53.40"W,  2.89260, -59.35592,  3.93675, -60.38589,  3.94259, -58.33395,  1.83700, -60.37967,  1.83972, -58.33150,LC08_L2SP_231058_20240717_20240723_02_T2,LC82310582024199LGN00
LC08_L2SP_232058_20240724_20240801_02_T1,LC08_L1TP_232058_20240724_20240801_02_T1,LC82320582024206LGN00,2024/07/24,T1,2, 232, 058, 232, 058,NADIR,  -0.001,2024/08/01,2024/08/01,2024-07-24 14:16:52,2024-07-24 14:17:24,LGN,DAY,  35.74,  35.74,100,5,    8.740,    5.752,    6.580,LPGS_16.4.0,57.70666518,56.55765417,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.25"N,60°54'22"W,3°56'24.90"N,61°55'34.75"W,3°56'06.32"N,59°52'55.63"W,1°50'23.60"N,61°55'41.84"W,1°50'14.96"N,59°53'16.22"W,  2.89257, -60.90611,  3.94025, -61.92632,  3.93509, -59.88212,  1.83989, -61.92829,  1.83749, -59.88784,LC08_L2SP_232058_20240724_20240801_02_T1,LC82320582024206LGN00
